name,length
타인과 함께한 과업 중 중대한 문제가 발생했던 경험과 그 문제들을 어떻게 대처했는지에 대해 서술해 주십시오. 700자,65
"지금까지 소속감을 가장 강하게 느꼈던 조직은 무엇이며, 그 조직의 발전을 위한 노력 중 가장 헌신적이었던 경험은 무엇입니까? 700자 (기억에 남는 경험과 그 때의 행동, 결과 등을 구체적으로 작성해 주십시오)",117
예상치 못했던 문제로 인해 계획대로 일이 진행되지 않았음에도 끝까지 업무를 수행해 냈던 경험은 무엇입니까? 700자 (발생했던 문제와 해결 방법에 대해 구체적으로 작성해 주십시오.),101
"본인의 대인관계 경험 중 가장 기억하고 싶지 않은 경험과, 기억하고 싶은 경험을 각 한 가지씩 서술해 주십시오. 700자",67
LG유플러스에 입사를 희망하는 이유를 구체적으로 기술해 주세요.,35
커뮤니케이션 능력.,10
친화력.,4
기술동향에 대한 이해.,12
최근 5년 이내 본인이 소속된 조직의 발전을 위해 가장 많은 기여를 했다고 자부할 수 있는 경험에 대해 작성하여 주십시오.,68
최근 5년 이내 다른 사람들이 지나치거나 묵인한 문제를 해결하기 위해 노력했던 경험에 대해 작성하여 주십시오.,61
최근 5년 이내 자신의 부족한 점을 보완하기 위해 6개월 이상의 지속적인 노력을 기울였던 경험에 대해 작성하여 주십시오.,67
한국가스안전공사에 지원한 동기를 간략하게 작성하여 주십시오.,33
(NCS 직업기초: 대인관계능력) 조직에서 추구하는 방향이나 궁극적인 목표 등을 공유함으로써 팀원들과 공동의 목표를 가지고 한 방향으로 일을 추진한 경험이 있습니까? 당시 상황 속에서 당신이 취한 행동과 그 결과를 중심으로 기술해 주십시오. / 500 자,142
(NCS 직업기초: 공동체윤리) 당신에게 주어진 역할이나 일을 보다 책임감 있게 수행하고 더 좋은 결과물을 만들기 위해 노력했던 최근 경험이 있습니까? 당시 상황 속에서 당신이 취한 행동과 그 결과를 중심으로 기술해 주십시오. / 500 자,134
공사의 미션 및 비전 달성을 위해 본인의 경험과 능력이 어떤 시너지 효과를 발휘할 수 있는지 핵심가치 및 경영방침을 참고하여 기술해 주십시오. / 700 자,87
SK텔레콤을 선택한 이유에 대해 기술하십시오.,25
"살면서 가장 강하게 소속감을 느꼈던 조직은 무엇이었으며, 그 조직의 발전을 위해 헌신적으로 노력했던 것 중 가장 기억에 남는 경험에 대해 기술하십시오.",84
자신에게 주어졌던 일 중 가장 어려웠던 경험들에 대해 기술하십시오.,37
해당 분야와 관련된 프로젝트/공모전/대회/논문/연구 및 학습/기타 활동에 참여했던 경험에 대해 기술하십시오.,60
본인이 해당 직무를 잘 수행할 수 있을 거라고 생각하는 이유에 대해 본인의 강점과 연결지어 기술해 주십시오.,60
해당 직무를 수행하기 위해 그 동안 어떤 노력을 기울여 왔는지 구체적인 활동을 예로 들어 기술해 주십시오.,59
본인이 생각하는 ''선한 가치관''의 정의와 이러한 선한 가치관을 실제 행동으로 옮겼던 사례에 대하여 기술해 주십시오.,66
"언제, 어떤 상황에서 가지게 된 경험이었습니까? 300 (296)",36
"목표달성 과정에서 겪게 된 어려움은 무엇이었으며, 이를 어떻게 극복하였는지",41
본인의 노력을 통해 얻은 성과를 구체적으로 작성해 주십시오.300 (288),42
"언제, 어떠한 성격의 단체에서 가지게 된 경험이었으며, 당신의 역할은 무엇이었습니까?300 (290)",56
"단체의 목표는 무엇이었으며, 이를 달성하기 위해 당신이 노력하고 헌신한 점은 무엇이었습니까? 300",55
다른 구성원들이 공동의 목표를 달성하는 데 적극적으로 협력하도록 당신은 어떤 노력을 했습니까?　[500자 이내],62
당신의 노력이 공동의 목표 달성과 다른 구성원들의 협력에 어떠한 영향을 미쳤습니까? 　　[300자 이내],58
어떤 문제의식을 가졌습니까? 그리고 그 문제의식을 갖게 된 계기는 무엇입니까? 300,47
어떤 방식으로 문제를 해결하였습니까? 해결 과정에서 어려움은 없었습니까?　500,44
본인의 노력으로 개선된 결과에 대해 구체적으로 작성해 주십시오.　 300,40
"가정환경, 성격",8
"학교생활, 생활태도",10
주요경력 및 업적,9
다른 사람과 차별화되는 본인만의 강점&역량을 서술하시오.,31
"살아오면서 실패했던 일, 그리고 그 일로 성장한 내용을 구체적으로 쓰시오.",41
"당신은 업무능력을 인정받고 팀원들로부터 신뢰를 받는 사원 3년차 입니다. 만약 당신이 팀에서 나가게 되면 업무공백이 매우 커서 다른 팀원들에게 큰 부담이 됩니다. 그런데 회사에서 당신이 꼭 해보고 싶었던 분야의 신규 프로젝트 TFT 팀원을 모집 중입니다. 해당 프로젝트는 성공여부가 불투명하고 업무량이 과중해 지원자가 거의 없는 상황입니다. 당신은 이러한 상황에서 어떤 선택을 하겠으며, 그 이유는 무엇입니까? (최대 300자 이내로 작성)",246
"디자인, 2. 매치가능 여부, 3. 가격을 가장 중요하게 고려합니다.",38
자신이 가진 열정을 발휘하여 성취감을 느꼈던 경험을 기술하십시오.,36
"본인의 지원직무와 관련하여 자신의 강점/약점을 기술, 약점을 보완하기 위한 노력을 기술하십시오.",53
"우리 회사에 지원하게 된 동기는 무엇이며, 입사 후 어떻게 성장해 나갈 것인지 기술하십시오.",51
BC카드에 지원하게 된 동기와 입사 후 이루고 싶은 중장기적 목표에 대해 구체적으로 기술해 주십시오. 500자,61
"공동의 목표를 달성하기 위해 타인과 협업했던 경험과 그 과정에서 본인이 수행한 역할, 그리고 해당 경험을 통해 얻은 것은 무엇인지 구체적으로 기술해 주십시오. 500자",93
"본인이 희망하는 업무는 무엇이며, 업무 수행에 필요한 역량을 갖추기 위해 어떠한 노력을 했는지 구체적으로 기술해 주십시오. 500자",73
"귀하가 회사를 선택하는 기준은 무엇이며 왜 당사가 그 기준에 적합한지를 작성하고, 당사에 입사하여 이루고 싶은 목표에 대해 기술하시오.",75
성격의 장단점과 생활신조,13
대성을 어떻게 알게 되셨나요?,16
학교생활 및 경력사항,11
"본인만의 경쟁력(경험,Skill,지식)에 대하여 소개하고 회사에 어떻게 기여할 수 있는지 작성해 주세요.",58
성장배경 및 가족사항,11
자신의 성격 및 가치관,12
주요활동사항,6
본인의 가치관/생활신조/성격/장점/재능을 구체적으로 작성하여 주십시오.,39
전공과 관련하여 수행한 팀 프로젝트(혹은 연구과제)중 본인의 제안을 구체화한 사례 및 해당 프로젝트를 수행하는데 있어 본인의 제안이 채택될 수 있었던 이유에 대해 작성해 보십시오.,100
자발적으로 찾아서 일을 처리해 본 경험을 작성해 보십시오.,32
어떤 사안에 대해 객관적이고 과학적인 분석을 통해 문제를 해결한 경험을 작성해 보십시오.,49
샘표식품㈜에 지원하는 구체적인 이유가 무엇인지 기술하여 주십시오. [500자],43
"귀하가 지원하신 직무를 잘 수행할 수 있는 이유와 어떠한 준비를 하였는지에 대해 설명하여 주십시오. (경험, 준비, 노력) [500자]",75
"지금까지 살아오면서 겪었던 최대의 위기 순간은 어떤 상황이었으며, 어떻게 그 상황을 극복하였는지 기술하여 주십시오. [500자]",71
대학교 다닐 때 세웠던 목표와 그 목표를 달성하기 위해 어떠한 노력을 하였는지에 대하여 기술하여 주십시오. [500자],66
"귀하가 다른 사람들에게 자주 듣는 말(특성, 성격에 대해)이 있다면 어떤 이야기 인지와 왜 그런지에 대하여 기술하여 주십시오. [500자]",77
"귀하의 vision이 무엇이며 이를 샘표식품㈜에서 어떻게 실현하고, 이를 통해 샘표식품㈜에 어떻게 기여할 수 있을지 기술하여 주십시오. [500자]",82
금번 SK 고용디딤돌 프로그램에 관심을 가지게 된 계기에 대해 기술하시오.,41
"인턴십에서 하고 싶은 직무는 무엇이며, 그 직무와 관련해서 어떤 지식과 기술을 어떻게 학습해 왔는지 기술하시오.",62
"책임과 끈기, 팀워크를 발휘한 대표적인 최근 경험 두가지를 골라 본인의 구체적 행동과 결과 위주로 최대한 객관적인 입장에서 기술하시오.",75
"스펙을 제외하고 기아차가 당신을 채용하기 위해 반드시 알아야 할 것이 있다면 무엇이며, 그 이유는 무엇입니까?",61
"해당직무에 지원한 동기는 무엇이고, 본인이 지원직무에 적합하다고 생각하는 이유는 무엇입니까?",51
LG디스플레이 및 공정/장비직무에 지원하는 동기에 대해 기술해 주십시오. (1000자),48
Display와 관련된 이력을 간결하게 나열해주시기 바랍니다. (500자),41
"(NCS 경험 및 경력기술서)지원 분야와 관련된 업무경력 및 실적 등 경력사항이나 다른 경험 및 활동에 대해 상세히 기술해 주시기 바랍니다. 경력사항의 경우, 채용 분야의 직무와 관련된 기업이나 조직에서 실제적으로 수행한 업무 경험에 대해서 작성해 주십시오. 경험 및 활동의 경우, 산학, 팀 프로젝트, 연구회, 동아리/동호회, 온라인 커뮤니티, 재능기부 등 다양한 조직에서의 활동을 통해 지원 분야와 관련한 경험을 쌓은 내용을 작성해 주십시오.",249
"(NCS 직업기초: 의사소통능력) 팀 과제 수행이나 단체 활동 시 타인이 말이나 글을 통해 직접적인 의사 표현을 하지 않았지만 타인의 의도나 감정을 파악하고 대처한 경험이 있습니까? 당시의 경험이나 상황을 간략하게 설명하고 어떠한 방법이나 과정을 통해 타인의 의도나 감정을 파악하고, 대처하였는지 구체적인 사례를 기반으로 기술하여 주십시오.",190
현대자동차 해당 직무 분야에 지원하게 된 이유와 선택 직무에 본인이 적합하다고,43
능동적 플래너,7
부지런한 책임감,8
조직의 구성원으로서 목표달성을 위해 노력한 경험,26
"인근 세븐일레븐 점포 방문 후 그 후기(일주일 이내 유효, 점포명, 방문시간 명기)",46
영업관리 직무에 대한 준비과정과 이와 관련된 본인의 강점과 약점 기술,38
"본인이 인생에서 가장 힘들거나 어려웠을 때를 기술하고, 이를 어떻게 극복했는지 서술하시오.",50
주 코리아세븐이 본인을 채용해야 하는 이유를 3가지로 설명하시오.,36
커뮤니케이션.,7
고객 중심적 태도.,10
정보 분석 능력.,9
융합학문의 장점.,9
학창시절 주요경력,9
"건설에 관심을 갖게 된 계기는 무엇이며, 이후 건설(계룡건설)에 대한 이해를 높이기 위해 어떤 노력을 해왔는지 구체적으로 작성하기 바랍니다. (700자)",85
수강했던 전공 또는 교양과목 중 가장 관심 있었던 두 과목을 선택하고 그 이유를 작성바랍니다. (500자),59
팀 목표달성을 위해 타인과 협력했던 경험을 구체적으로 작성바랍니다. (500자),44
"지원 분야에 필요한 핵심역량은 무엇이며, 그 역량을 갖추기 위해 어떤 노력을 하였는지 객관적인 근거를 토대로 작성바랍니다. (700자)",75
"열악한 국내외 건설현장에 배치될 경우, 그 어려움을 극복하기 위한 자신만의 강점을 작성 바랍니다. (500자)",61
대한민국을 가장 감사하게(자랑스럽게) 느꼈던 경험 또는 가장 부끄럽게 느꼈던 경험은?(300자~600자),58
자기계발을 위해 현재 하고 있는 일과 10년 후의 자기 모습은 (300자~1000자),47
"각종 정당, 사회단체, 봉사활동 경험의 상세 서술, (10자~600자)",39
