name,length
우리 공단에 지원한 동기 및 지원 분야의 직무 수행과 관련하여 자신의 전문성 향상을 위해 어떤 노력을 했는지 구체적으로 기술해 주시기 바랍니다 [ 500자 이상 700자 이내 ],99
". 여러분이 열정과 책임감으로 한계를 극복하여 최고의 성과를 낸 경험에 대해 다음 내용을 포함하여 구체적으로 작성해 주세요. (1,000자 이내, 대학시절 혹은 졸업 후 경험으로 작성하되, 직무와 무관해도 무방함) ① 상황에 대한 설명 ② 한계를 극복하기 위해 노력했던 과정 및 결과 ③ 배운 점",165
". Food Sales 직무를 수행함에 있어서 예상되는 어려움을 작성하고, 그에 대한 본인만의 해결책을 제시해주세요. (1,000자 이내)",77
"공모전 수상, 인턴 경험, 혹은 본인을 어필할 수 있는 특이 경험이 있다면 기재해주시기 바랍니다. (※ 본 문항은 해당하시는 분만 작성하시면 됩니다. ※ (인턴 경험 작성 예시 : 인턴 경험, 00기업 000팀, YYYYMM~YYYYMM 근무, 업무 내용에 대한 간단한 설명) 100자~500자)",165
"LG Display, OD CoE팀, 2013.09 ~ 2014.02(6개월) 근무,",47
"중앙대학교, 국제처, 2013.06 ~ 2014.06(1년) 근무,",37
"Toronto Don Valley Hotel, 고객관리팀, 2012.07 ~ 2012.11(5개월) 근무,",59
"싱가폴 20대 여성을 대상으로 하는 인터넷 쇼핑몰 ""EunsFit"" 운영",40
"언제, 어떤 상황에서 가지게 된 경험이었습니까?",26
"목표달성 과정에서 겪게 된 어려움은 무엇이었으며, 이를 어떻게 극복하였는지 구체적으로 작성해 주십시오.",57
본인의 노력을 통해 얻은 성과를 구체적으로 작성해 주십시오.,33
"언제, 어떠한 성격의 단체에서 가지게 된 경험이었으며, 당신의 역할은 무엇이었습니까?",47
"단체의 목표는 무엇이었으며, 이를 달성하기 위해 당신이 노력하고 헌신한 점은 무엇이었습니까?",51
다른 구성원들이 공동의 목표를 달성하는 데 적극적으로 협력하도록 당신은 어떤 노력을 했습니까?,52
당신의 노력이 공동의 목표 달성과 다른 구성원들의 협력에 어떠한 영향을 미쳤습니까?,46
어떤 문제의식을 가졌습니까? 그리고 그 문제의식을 갖게 된 계기는 무엇입니까?,43
어떤 방식으로 문제를 해결하였습니까? 해결 과정에서 어려움은 없었습니까?,40
본인의 노력으로 개선된 결과에 대해 구체적으로 작성해 주십시오.,35
성격의 장점과 단점,10
"직무경험 : 희망직무 준비과정과 희망직무에 대한 본인의 강점과 약점을 기술해주세요.(실패 또는 성공사례 중심으로 기술해주세요)(800자 이내, 16줄 이내) - 699자",94
어떤 문제나 과제에 대하여 기존 방법과 틀에서 벗어나서 창의적으로 해결하였던 경험에 대해 작성해 주세요.,58
"지원 분야와 관련된 업무 경력 및 실적 등 경력사항이나 기타 경험 및 활동에 대하여 상세히 기술해 주시기 바랍니다. 경력사항의 경우, 채용 분야의 직무와 관련하여 기업 또는 조직에서 실제적으로 수행한 업무에 관하여 작성해 주십시오. 경험 및 활동의 경우, 산학, 팀 프로젝트, 연구회, 동아리/동호회, 재능기부 등 지원 분야와 관련하여 쌓은 경험에 관하여 작성해 주십시오. (1200byte 이내)",222
"[의사소통능력] 자신이 속했던 조직(학교, 회사, 동아리 등) 안에서 자신과 의견이 다른 조직 구성원을 효과적으로 설득하거나 합의를 이끌어낸 경험이 있습니까? 당시 상황을 간략하게 요약하고 성공 요인이 무엇이라고 생각하는지 기술해 주십시오. (800byte 이내)",147
[대인관계능력] 공동의 과제를 여럿이서 함께 수행하는 과정에서 갈등이 발생했을 때 갈등을 원만하게 해결한 경험이 있습니까? 갈등 상황을 간략하게 기술하고 해당 문제를 해결하기 위해 발휘한 본인의 역량과 역량에 따른 결과를 구체적으로 기술해 주십시오. (800byte 이내),152
[자원관리능력] 팀 프로젝트나 그룹 과제와 같은 공동 작업을 할 때 팀원들의 성격과 특성을 잘 파악하여 각 사람들에 맞는 역할을 부여함으로써 효과적으로 일을 완료한 경험이 있다면 기술해 주십시오. 구체적인 사례와 함께 본인이 취했던 전략이나 방식들을 중심으로 기술해 주십시오. (800byte 이내),167
What makes you move? 무엇이 당신을 움직이게 하는지 기술해 주십시오.,47
해당 직무에 지원하게 된 동기와 입사 후 10년 내에 이루고 싶은 목표에 대해 구체적으로 기술해 주십시오.(700자),65
"공동의 목표를 달성하기 위해 타인과 협업했던 경험과 그 과정에서 본인이 수행한 역할, 그리고 해당 경험을 통해 얻은 것은 무엇인지 구체적으로 기술해 주십시오.(700자)",94
"예상치 못한 문제의 발생으로 계획대로 일이 진행되지 않았을 때, 책임감을 가지고 적극적으로 문제를 해결한 경험과, 그 경험을 통해 얻은 것은 무엇인지 기술해 주십시오.(700자)",99
"지원한 직무를 수행하기 위하여 필요한 핵심역량은 무엇이라고 생각하며, 해당 역량을 갖추기 위해 본인은 어떠한 노력을 했는지 구체적으로 기술해 주십시오. (1000자)",92
본인이 회사를 선택하는데 있어 가장 중요하게 생각하는 가치는 무엇인진와 입사후 현대엔지니어링에서 이루고 싶은 비젼에 대해 기술해 주십시오.,77
본인이 소속된 조직에서 타인과 협력을 통해 공동의 목표를 추구했던 경험과 이를 통해 깨달은 점을 기술해주세요,60
지원한 분양에서의 전문성 향상과 지식 습득을 위해 본인이 노력한 경험을 토대로 현대엔지니어링이 귀하를 채용 해야 하는 이유를 기술해주십시오.,78
건설업은 현장근무가 필수입니다. 현장근무에 있어 본인이 가장 중요하게 생각하는 덕목과 그 이유에 대해서 기술해주세요.,65
"자신의 가치관, 인생관, 진로 등에 영향을 미친 주요 사건(경험), 인물, 책 등을 소개하고, 이를 통해 본인이 배우거나 느낀 내용을 진솔하게 기술하십시오. (졸업학교명, 성명, 출신지역 등의 개인 정보는 일체 기재하지 말 것. 해당 내용 기재 시에는 불이익이 있을 수 있음)총 0/1000 글자",165
"본인의 회사선택 기준은 무엇이며, 포스코가 그 기준에 적합한 이유와 근거를 기술하세요. (600자)",55
"희망직무에 요구되는 역량은 무엇이라고 생각하며, 이를 갖추기 위한 본인의 노력 또는 특별한 경험을 기술하세요. (600자)",68
가장 힘들었던 순간과 이를 극복한 과정을 기술하세요. (600자),36
최근 국내외 이슈 중 한 가지를 선택하여 본인의 견해를 서술하세요. (600자),44
핵심경쟁력,5
입사 후 계획,7
"고등학교/전문대학/대학 재학 시 학창생활, 동아리, 학회활동(활동단체명/기간/역할/리더경험) 등을 구체적으로 기재하여주시기 바랍니다.",74
"취미/특기를 갖게 된 이유와 관련 활동 내용, 수상내용(수상명, 수상시기, 수상사유), 해외경험 및 기타 특이사항이 있으면 자세히 기재하여 주시기 바랍니다.",87
남양유업에 지원한 동기와 본인의 어떠한 점이 우리 회사의 인재상에 적합하다고 생각하는지 기술하시오.(500자),61
"희망하는 직무를 기재하고 그 이유와 본인의 적합성을 지식/자신의 장기 비전/성격에 비추어 기술하시오.(1,000자)",64
"지금까지의 경험 중 리더십을 발휘한 경험이 있다면 무엇이며 리더쉽을 발휘하여 성과를 창출한 경험을 기술하시오.(1,000자)",69
본인이 생각하는 자신의 강점/보완점과 주위 사람들이 자신을 어떻게 표현하는지 기술하시오. (500자),56
인생에서 성취하고 싶은 것과 이를 위해 어떠한 활동과 노력을 하고 있는지 기술하시오.,47
자기 자신을 잘 표현할 수 있는 경험과 사례를 자유롭게 기술하시오.,37
본인 성격의 장단점을 서술하여 주십시오 [ 200자 이내 ] /200,38
해당직무를 지원하게 된 이유는 무엇이며 직무를 잘 수행하기 위해 어떻게 준비해 왔는지 경험 전공 등을 연계하여 서술하여 주십시오 [ 500자 이내 ] /500,88
"직무 관련 보유 지식, 자격, 경력, 경험에 대해 자세히 기술해 주시기 바랍니다. (800자 이내)",55
공사 직무 중 관심분야 및 해당 직무 전문가로 성장하기 위한 자기계발 계획을 작성해 주십시오.,52
"공사 인재상(창조인, 전문인, 화합인)과 연관 지어 본인의 장단점을 기술해 주십시오.",47
공사는 공익지향을 핵심가치로 삼고 있습니다. 이와 관련하여 귀하의 봉사활동 등 공익지향 경험을 기술해 주십시오.,62
"성취한 일 중에서 가장 기억에 남는 일과, 그것을 성취하기 위해 어떠한 노력을 했는지 기술해 주십시오.",57
"여러분이 열정과 책임감으로 한계를 극복하여 최고의 성과를 낸 경험에 대해 다음 내용을 포함하여 구체적으로 작성해 주세요. (1,000자 이내, 대학시절 혹은 졸업 후 경험으로 작성하되, 직무와 무관해도 무방함) ① 상황에 대한 설명 ② 한계를 극복하기 위해 노력했던 과정 및 결과 ③ 배운 점",163
"Feed Sales 직무를 수행함에 있어서 예상되는 어려움을 작성하고, 그에 대한 본인만의 해결책을 제시해주세요. (1,000자 이내)",75
본인이 당사에 꼭 입사해야 하는 이유와 지원 직무를 위해 했던 구체적인 노력에 대해서 서술해주십시오.,56
지원분야의 직무수행에 있어 본인의 강점과 약점은 무엇이라 생각하십니까?,39
다른 사람들과 좋은 관계를 형성하고 이를 바탕으로 좋은 결과를 만들어낸 경험이 있다면 기술해 주십시오.,57
상황이 어렵거나 힘이 들 때 스스로 동기부여하고 성취욕을 자극하는 요소가 있다면 무엇입니까?,51
주어진 과제나 일을 수행하는데 있어 귀하가 생각하는 성공의 기준은 무엇입니까?,43
기업의 봉사활동 참여에 대한 의견을 기술해주시고 본인의 봉사활동 경험에 대해 기술해 주십시오,51
지원한 직무분야와 관련하여 어떻게 기여할 수 있는지를 경험 위주로 구체적으로 기술하시오.,49
"지금까지 살아오면서 자신이 이루어낸 가장 큰 변화에 대해 당시 상황, 자신의 행동, 결과 등을 바탕으로 구체적으로 기술하시오.",70
"농심의 이미지를 먼저 정의하고, 농심이 내부시장의 이미지를 넘어 '글로벌 종합식품기업'으로 나아가기 위해서 꼭 추가하고 싶은 이미지는?",75
"우리공사의 역할이 무엇인지 설명하고, 본인이 평소 한국철도공사에 대해 변화가 필요하",46
"본인이 지원한 직렬의 주요업무를 간략히 기술하고, 그에 따른 필요한 지식이나 기술을 습득하기 위해 받은 교육(전공포함), 경험‧경력을 기술하십시오.  [경험은 금전적 보수를 받지 않고 수행한 직업 외적인 활동, 경력은 금전적 보수를 받고 일정기간 일했던 이력을 의미]",149
현재 자신의 위치에 오기 위해 수행해온 노력과 지원한 직렬에서 성공을 위한 노력과 계,47
예상치 못했던 문제로 인해 계획대로 일이 진행되지 않았을 때 책임감을 가지고 적극적,46
기존에 사용(활용)되던 방법을 개선하여 결과를 성공적으로 도출할 수 있었던 경험에 대해 구체적으로 서술하십시오. (700자),69
성장배경(학교생활/사회봉사활동/연수여행경험),24
자신에 대해 자유롭게 표현해 보세요.,20
"입사 후, 본인이 하고자 하는 업무에 대해 구체적으로 기술해 주세요.(800)",43
"희망 업무를 수행하는데 있어, 본인만이 가진 장점 (다른 지원자와의 차별점)에 대해 구체적으로 서술하세요.(800)",64
귀하의 프로젝트 수행 내역을 입력해 주세요.(800),29
"본인이 가진 열정과 역량에 대하여 (1000) 본인이 지원한 직무와 관련된 경험 및 역량, 관심사항 등 자신을 어필할 수 있는 내용을 기반으로 자유롭게 기술해주시기 바랍니다. (핵심위주로 근거에 기반하여 간략하게 기술부탁드립니다.)",129
"본인이 이룬 가장 큰 성취경험과 실패경험에 대하여 (500) 본인의 인생에서 가장 큰 성취의 경험과 실패의 경험을 적고, 그 경험을 통하여 본인이 느끼고 배운 점에 대하여 자유롭게 기술해주시기 바랍니다. (핵심위주로 근거에 기반하여 간략하게 기술부탁드립니다.)",145
"본인의 10년 후 계획에 대하여 (500) 본인이 지원한 직무와 관련된 본인의 계획, 꿈, 비전에 대하여 기술해주시기 바랍니다. (핵심위주로 근거에 기반하여 간략하게 기술부탁드립니다.) (500)",109
당사에 지원하게 된 동기는 무엇입니까? (900자 이내),31
자신의 생활신조 및 본인의 장단점을 기술해 주십시오. (900자 이내),39
"최근 가장 관심을 가지는 사회적 이슈는 무엇이며, 그에 대한 본인의 의견은 무엇입니까? (900자 이내)",58
"입사 후 어떤 일을 하고 싶으며, 이를 위해 본인이 무엇을 준비해 왔는지 구체적으로 기술하십시오. (900자 이내)",64
업무경험 및 활동사항,11
"본인이 가장 우선적으로 생각하는 삶의 요소(신념, 신앙, 가족, 자유, 개인의 삶, 행복 등) 중 2가지를 선정하고 그 이유를 설명하세요.",77
"입사 지원 시 고려하는 기업의 이미지를 채용브랜드라고 한다면, 신한은행 채용브랜드의 강점과 약점은 무엇인지 기술하고 채용브랜드 강화를 위한 당신만의 멋진 아이디어를 제안해 보세요.",100
"경상북도개발공사에 지원하고자 하는 이유를 본인의 장.단점을 중심으로 소개하고, 입사 후 장점은 어떻게 활용되고 단점은 어떻게 보완할 수 있는지를 기술해 주십시오.",90
나의 성격과 생활신조에 대해 기술해 주십시오.,25
자신의 인생에 큰 영향을 주었던 사건과 이를 통해 변화된 점을 기술해 주십시오.,44
본인이 열정을 가지고 노력하여 과업을 성취한 사례를 구체적으로 기술해 주십시오.,44
"홈플러스 인턴십 프로그램에 지원하는 동기와 향후 홈플러스에서 이루고 싶은 꿈을 기술하십시오. (200자 이상, 500자 이하)",70
"기업의 사회적 책임에 대한 목소리가 높아지는 가운데, 기업의 준법경영 및 윤리경영의 완성을 위하여 회사의 구성원으로서 귀하는 어떤 역할을 할 수 있을지 기술하십시오. (200자 이상, 500자 이하)",111
"지원한 직무를 잘 수행할 수 있는 본인만의 강점을 현재까지 경험한 내용을 토대로 기술하십시오. (200자 이상, 500자 이하)",71
"다음에 주어진 3가지 [상황조건] 중 1가지 상황을 선택하여, 하기 [서술방식]에 따라 기술하시오. (200자 이상, 999자 이하)",74
상품부문/경영지원부문 지원자,15
10년 후 나의 모습,11
"회사를 고를 때 가장 중요하게 생각하는 기준 2가지를 제시하고, 한샘에 지원한 동기를 구체적으로 기술해 주세요.",62
"자신을 잘 나타내는 한 단어를 제시하고, 그 이유를 구체적인 예를 들어 설명해 주시기 바랍니다.",53
대학생활 중 성과를 냈거나 실패를 했던 경험에 대해 자세히 기술해 주세요.,41
한샘에서 달성하고 싶은 본인의 10년 후 목표와 개인적으로 이루고 싶은 인생의 목표는 무엇인가요?,54
어떤 업무를 처리하는 과정에서 다양한 상황들을 고려하여 의사결정을 내렸던 경험에 대해 아래 항목에 따라 기술해 주시기 바랍니다.,71
정확한 분석을 통해 복잡하게 얽힌 과제나 문제를 해결했던 경험에 대해 아래 항목에 따라 기술해 주시기 바랍니다.,62
자신과 이견을 가진 상대방과 협상하여 모두에게 유리한 최종안을 도출했던 경험을 아래 항목에 따라 기술해 주시기 바랍니다.,67
오류없이 성공적으로 과제 또는 업무를 수행하고자 최선을 다했던 경험을 아래 항목에 따라 기술해 주시기 바랍니다.,62
"우리공사 4가지 인재요소는 1.고객 행복을 추구하는 “섬김인”, 2.상호존중과 신뢰의 “상생인”, 3. 글로벌경쟁력을 갖춘 “전문인”, 4.미래가치를 창출하는 “창조인”입니다. 인재상과 관련하여 한 가지를 선택, 본인의 역량을 결부시켜 기술해 주시기 바랍니다.",145
자신이 하고 싶은 것을 진지하고 순수한 마음으로 수행했던 경험과 그 결과에 대해서 서술해 보세요.(Integrity),65
"자신이 무엇인가에 빠져 열정적이고, 헌신적으로 그것을 수행했던 경험과, 그 결과에 대해서 서술해 보세요,(Passion)",67
당사의 해당직무를 지원한 이유(동기)에 대하여 기술해주세요 (600자 이내),42
지원 직무를 잘 수행하기 위하여 어떤 준비를 했는지 구체적으로 기술해 주세요. (600자 이내),53
입사 후 자신의 비전과 비전 달성을 위한 계획을 기술해 주세요. (600자 이내),45
"해당직무에 지원한 동기는 무엇이고, 본인이 지원직무에 적합하다고 생각하는 이유는 무엇입니까? (최대 1000자 이내로 작성)",69
당신은 업무능력을 인정받고 팀원들로부터 신뢰를 받는 사원 3년차 입니다.,40
"당신이 제출한 소위 “스펙” (학교, 학점, 전공,어학점수 등)을 제외하고 기아차가 당신을 채용하기 위해 반드시 알아야 할 것이 있다면 무엇이며, 그 이유는?",88
"본인이 왜 신용보증기금에 꼭 필요한 인재인지 신보의 인재상과 연계하여 설명해 주시기 바랍니다. (인재상, 공기업인으로서의 “기본인품”과 금융인으로서의 “성장자질”을 갖추고 신보의 미래가치를 창출해 나가는 인재)",117
"성인이 된 이후 가장 큰 성취감과 좌절감을 느꼈던 일은 무엇이고, 왜 그렇게 느꼈는지 기술해 주세요.",56
현대자동차에 지원하게 된 동기는 무엇입니까? (300자),31
"지원 부문(자동차생산)과 관련하여 본인의 강점과 약점을 기술하고, 이를 어떻게 활용 또는 극복할 것인지 서술해 주십시오. (500자)",74
"자신이 하고 싶은 것을 진지하고 순수한 마음으로 수행했던 경험과, 그 결과에 대해서 서술해 보세요. (Integrity) (1200글자)",76
"자신이 무엇인가에 빠져 열정적이고, 헌신적으로 그것을 수행했던 경험과, 그 결과에 대해서 서술해 보세요. (Passion) (1200글자)",77
"자신의 현재에 만족하지 않고, 끊임없는 개선을 통해 타인을 감동시켰던 경험과, 그 결과에 대해서 서술해 보세요. (Never-ending change) (1200글자)",93
경험을 담은 에세이,10
성격과 장점,6
직업관,3
가치관/생활신조,8
일반적으로 경험하기 힘든 특별한 체험/ 남다른 성취 경험,31
물류에 대한 가치관,10
본인의 삶에서 가장 중요하다고 생각하는 가치 3개를 기술하시오.,35
본인이 회사를 선택하는 가장 중요한 기준과 왜 NS홈쇼핑이 그 기준에 적합한지 기술하시오.,50
해당 직무 전문성 함양을 위해 수행한 자기 발전 노력에 대해 기술하시오.,40
해당 직무와 관련하여 최근 이슈사항/트렌드 및 입사 시 적용방안에 대하여 기술하시오.,47
본인의 업무성과가 NS에 발전에 어떻게 기여 할 수 있을지 기술하시오.,39
"CJ 제일제당과 해당 직무에 지원한 동기 (1000자) (제일제당이 아니면 안 되는 이유, 직무에 관심 갖게 된 계기 반드시 포함하여 구체적으로)",81
자신을 한 문장으로 표현한다면?,17
최근 관심사,6
5년 후 자신의 모습,11
아래 질문 중 택1 하여 본인의 의견을 서술하시기 바랍니다.,33
"당신이 회사를 선택하는 기준은 무엇이며, 왜 샘표식품이 그 기준에 부합한지를 설명해주십시오.  [ 10자 이상 500자 이내 ]",71
지원하신 직무를 선택하게 된 이유와 자신이 해당 직무를 위해 노력한 경험 및 준비를 기술해 주십시오. [ 10자 이상 1000자 이내 ],76
인생에서 가장 중요시하게 생각하는 자신의 핵심가치를 구체적인 사례를 들어 설명해주십시오. [ 10자 이상 500자 이내 ],68
"최근 5년 동안 귀하가 경험한 대표적인 실패사례는 무엇이며, 이를 극복하기 위해 어떤 일을 하였는지 기술해 주십시오. [ 10자 이상 500자 이내 ]",84
지금까지 해오던 방식에서 벗어나 새로운 것을 도입 또는 새로운 관점에서 일을 추진했던 경험의 과정과 결과를 기술해 주십시오. [ 10자 이상 500자 이내 ],88
포스코에 지원하게 된 동기에 대해 서술하여 주십시오.,29
자신이 가지고 있는 전문지식중 포스코에서 근무시 활용도가 가장 높다고 생각하는 것에 대해 서술하여 주십시오.,60
자신의 성격(장/단점) 및 관심분야에 대해 서술하여 주십시오.,34
본인의 경험중 가장 기억에 남는 갈등과 이를 어떻게 해결하였는지 사례를 서술하여 주십시오.,50
당사에 지원한 동기에 대해서 구체적으로 기술해 주시기 바랍니다.,35
"본인의 장단점을 기술해 주시고, 입사 후 장점 활용 및 단점 보완 방안에 대해서 기술해 주시기 바랍니다.",58
"본인이 지원한 직무와 관련한 경험(금전적 보수 없음) 혹은 경력(금전적 보수 있음)에 대해 기술해 주시기 바랍니다. 다양한 활동(학교, 회사, 동아리, 동호회 등)을 통해 지원한 직무와 관련하여 쌓은 경험 또는 경력사항에 대해 작성해 주십시오.",136
"본인이 현실과 타협하거나 편법을 사용하지 않고, 원칙대로 일관되게 일을 처리해서 좋은 결과를 이끌어 냈던 사례(최근 3년 이내)를 아래 세부 항목에 따라 구체적으로 작성해 주십시오.",101
조직 혹은 공동체의 목표를 달성하는 과정에서 지원자가 동료들보다 더 많이 노력하고 희생함으로써 팀원들 간 협력을 이끌어 낸 사례(최근 3년 이내)를 아래 세부 항목에 따라 작성해 주십시오.,105
"본인이 한국수력원자력의 인재상에 맞는 인재가 되기 위해 어떤 면에서 준비가 되어 있으며, 해당 능력을 개발하기 위해 어떠한 노력을 하였는지 구체적인 사례(최근 3년 이내)를 아래 세부 항목에 따라 작성해 주십시오.",119
"단체(학교, 회사, 동아리, 동호회 등)에서 대화나 토론을 통해 상호 입장과 상황을 정확히 이해함으로써 건설적으로 문제를 해결해 본 경험에 대해 아래 세부 항목에 따라 작성해 주십시오.",103
성격(강․ 약점),9
본인의 과거 경험,9
"회사를 선택하는 기준과 교원그룹이 어떻게 그 기준에 부합하는지, 입사 후 교원그룹을 어떤 회사로 만들어 가고 싶은지를 작성하여 주십시오. * [0자 이상 600자 이내]",94
해당직무를 선택하게 된 계기와 그에 필요한 역량을 키우기 위해 어떤 노력을 하였는지 구체적인 경험을 작성하여 주십시오. * [0자 이상 600자 이내] /600,89
교원그룹의 5가지 핵심가치와 관련된 경험을 2가지 이상의 핵심가치를 선택하여 구체적으로 작성하여 주십시오. * [0자 이상 1200자 이내] /1200,84
지금까지 타인과의 관계 속에서 발생했던 갈등을 슬기롭게 해결했던 사례를 구체적으로 작성해주십시오. * [0자 이상 600자 이내] /600,77
특기사항,4
성격소개(장단점),9
나만의 개성(자기만의 독특한 개성이 있는 경우 구체적으로 기재),35
입사 동기(최소 30자~300자 제한),21
경력 사항(최소 30자~300자 제한),21
Strong Point(최소 30자~300자 제한),28
비전(최소 30자~300자 제한),18
"경력기술서((최소 30자~1,000자 제한)",24
"우리공사의 역할이 무엇인지 설명하고, 본인이 평소 한국철도공사에 대해 변화가 필요하다고 느꼈던 사항을 기술하여 주십시오.",67
"한국투자증권이 나를 뽑아야 할 이유: 지식, 능력, 특기 사항 등(500자 이내)",45
10년 후 자신의 모습에 대해 기술해 보시오.(500자 이내),34
인성 및 성격의 장단점 (500자),19
"학교생활 및 특별활동 경험 (해외연수, 봉사활동, 입상경험, 단체활동 등) (500자)",48
"최근 관심사 (전공, 취미, 사회이슈 등) (500자)",30
최근 사회이슈 중 중요하다고 생각되는 한 가지를 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다.(1000자 이내),69
회사생활에 있어 가장 중요하다고 생각하는 원칙과 그 이유(500자 이내),40
입사동기 및 입사 후 이루고 싶은 목표와 목표 달성을 위한 계획(500자 이내),44
성격 및 특기 장단점,11
지원 부분 교육 및 보유기술,15
본인이 가진 열정과 역량에 관하여(500~1000자),29
"본인이 이룬 가장 큰 성취경험과 실패경험에 대하여(본인의 인생에서 가장 큰 성취의 경험과 실패의 경험을 적고, 그 경험을 통하여 본인이 느끼고 배운 점에 대하여 자유롭게 기술해주시기 바랍니다. 핵심 위주로 근거에 기반하여 간략하게 기술부탁드립니다. (100-500)",148
본인의 10년후 계획에 대하여 (100-500),26
그동안 본인의 삶에 있어서 가장 기억에 남는 일들을 가급적 상세하게 적어주세요 (예: 어떤 사건이 있었는데 그 원인은 무엇이고 어떻게 진행되었으며 결과와 자신에게 어떤 변화가 있었는지),103
자신의 성격 중 가장 자랑하고 싶은 점과 바꾸고 싶은 점들을 그 이유와 함께 적어주세요,48
"당사 입사지원하신 이유와 함께 지원하신 분야를 희망하는 이유, 그리고 면접관이 꼭 알아주었으면 하는 점을 적어주세요",64
해당회사 및 직무에 지원하는 동기에 대해 기술해 주십시오.,32
"최근 한국철도공사의 주요 이슈에 대한 한 가지(선택)를 언급하고, 그것에 대한 본인의 의견을 기술하십시오.",59
본인의 장/단점,8
성장환경 및 성격,9
현대백화점그룹이 지향하는 6가지 중요한 핵심가치 (열정 / 자율창의 / 지속성장 / 업무혁신 / 고객지향 / 상생추구 중 택1)와 부합하는 업적 또는 경험  (고객 지향 선택),98
좋아하거나 즐겨하는 활동(취미/특기),20
자신의 성격에 대하여(장점/단점),18
학교생활에 대하여(수상경력/학회활동/Leader경험),29
장래계획(10년 후 나의 모습),17
"당신이 회사를 선택하는 기준은 무엇이며, 왜 샘표식품이 그 기준에 부합한지를 설명해주십시오.",51
지원하신 직무를 선택하게 된 이유와 자신이 해당 직무를 위해 노력한 경험 및 준비를 기술해 주십시오.,56
인생에서 가장 중요시하게 생각하는 자신의 핵심가치를 구체적인 사례를 들어 설명해주십시오.,49
"최근 5년 동안 귀하가 경험한 대표적인 실패사례는 무엇이며, 이를 극복하기 위해 어떤 일을 하였는지 기술해 주십시오.",65
지금까지 해오던 방식에서 벗어나 새로운 것을 도입 또는 새로운 관점에서 일을 추진했던 경험의 과정과 결과를 기술해 주십시오.,69
성격의 장단점 및 보완노력에 대하여.,20
해당 직무에 지원하게 된 동기와 입사 후 계획을 기술해 주십시오.,36
"삶에서 겪었던 심각하고 어려운 문제에 대하여 간략하게 설명하고, 그 문제를 창의적인 생각과 상상력을 통해 해결한 사례를 기술해 주십시오.",76
"개인의 이익 또는 편리함보다 자신이 속했던 단체, 모임 등의 이익을 우선시함으로써 과제의 성공, 효과적인 협업, 또는 문제 해결에 기여하였던 사례가 있다면 기술해 주십시오.",96
"자신이 속했던 단체, 모임 등에서 자신과 의견이나 생각이 다른 구성원을 효과적으로 설득하거나 합의를 이끌어낸 경험이 있다면 기술해 주십시오.",78
성격의 장단점(500자),13
사회생활과 연수경험(500자),16
생활신조 및 성격 소개,12
"성경(장,단점) 및 생활신조",15
경력 및 경험,7
본인의 장단점,7
주요 경험의 성공사례,11
본인의 특성과 성장배경에 대하여 기술하여 주십시오.,28
캐빈승무원에 지원하는 동기는 무엇인지 기술하여 주십시오.,31
"본인이 가장 소중하게 생각하는 것을 적고, 그 이유를 기술하여 주십시오.",40
"귀하가 회사를 선택하는 기준은 무엇이며, 에어서울을 선택한 이유는 무엇인지 기술하여 주십시오.",52
강점,2
"여러분이 선택한 계열사와 해당 직무를 지원한 동기는 무엇인가요? ① 선택한 계열사가 아니면 안되는 이유, ② 직무에 관심갖게 된 계기, ③ 본인이 직무를 잘 수행할 수 있는 이유(본인의 강점, 노력, 경험 등에 근거), ④ 입사 후 목표를 반드시 포함하여 구체적으로 작성해 주세요. (1000자)",165
"대학생활 중, 어려움을 극복했던 경험을 구체적으로 작성해 주세요. ① 상황에 대한 설명, ② 어려움을 극복하기 위해 노력했던 과정 및 결과, ③ 해당 경험을 통해 배운 점을 반드시 포함하여 작성해 주세요. (1000자)",122
어떠한 일에 가장 크게 몰입해서 ‘재미있게’ 했던 경험에 대해 기술하세요.,41
주어진 자원(시간/비용)만으로 달성할 수 없을 것 같은 일을 기존의 방식과 다른 방식으로 시도하거나 본인이 주도해서 과감히 추진했던 경험에 관해 기술하세요.,87
지금까지 살면서 가장 높은 수준으로 목표를 설정했던 경험에 관해 기술하세요. (아래의 요소 반드시 포함),58
이수한 전공을 통해 얻은 지식과 역량에 관해 기술하세요.,31
"지원 분야에서 성과를 내는데 필요한 역량이 무엇이라고 생각하며, 해당 역량을 갖추기 위하여 어떠한 노력을 했는지 '전공 이외의 경험'에 대해 기술하세요.",85
학창시절 및 경력사항,11
"여러분의 대학생활 중, 가장 뛰어난 성과를 이뤄냈던 경험을 구체적으로 적어주세요.   ① 그 일을 시작한 계기, ② 노력한 과정과 결과, ③ 최고라고 생각하는 이유를 반드시 포함하여 작성해 주세요. (1000자)",118
생활신조 및 성격의 장단점(400~600자),24
본인이 해당직무를 잘 수행할 수 있는 이유와 해당직무에 대한 본인의 Vision(400~600자),54
"조직(회사, 학교, 부서, 동아리 등)의 구성원으로서 목표달성을 위해 노력한 경험과 힘들었던 갈등상황 극복 방법",62
자신이 가진 열정을 발휘하여 성취감을 느꼈던 경험을 기술하십시오,35
"본인의 지원직무와 관련하여 자신의 강점/약점을 기술, 약점을 보완하기 위한 노력을 기술하십시오",52
"우리 회사에 지원하게 된 동기는 무엇이며, 입사 후 어떻게 성장해 나갈 것인지 기술하십시오",50
